S No,District Code,District Name (In English),Sub-District Code,Sub-District Name (In English),Village Code,Village Name (In English),Block Panchayat Code,Block Panchayat Name(In English),Gram Panchayat Code,Gram Panchayat Name(In English),Development Block Code,Development Block Name(In English),District Code of Development Block,District Name of Development Block
1,361,Kendujhar,2854,Anandapur,387063,Adghuria,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
2,361,Kendujhar,2854,Anandapur,387059,Akarua,3812,Hatadihi,119383,Akarua,3449,Hatadihi,361,Kendujhar
3,361,Kendujhar,2854,Anandapur,387058,Ambagadia,3812,Hatadihi,119383,Akarua,3449,Hatadihi,361,Kendujhar
4,361,Kendujhar,2854,Anandapur,386987,Andharjhari,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
5,361,Kendujhar,2854,Anandapur,386986,Asanabani,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
6,361,Kendujhar,2854,Anandapur,386978,Badakusapada,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
7,361,Kendujhar,2854,Anandapur,387009,Badapurunapani,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
8,361,Kendujhar,2854,Anandapur,386995,Badudighara,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
9,361,Kendujhar,2854,Anandapur,387051,Bahabaradanga,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
10,361,Kendujhar,2854,Anandapur,386976,Baigundi,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
11,361,Kendujhar,2854,Anandapur,387065,Balabhadrapur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
12,361,Kendujhar,2854,Anandapur,387039,Baladuan,3806,Anandapur,119263,Salabani,3443,Anandapur,361,Kendujhar
13,361,Kendujhar,2854,Anandapur,387056,Balakati,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
14,361,Kendujhar,2854,Anandapur,387061,Bancho,3812,Hatadihi,119387,Bancho,3449,Hatadihi,361,Kendujhar
15,361,Kendujhar,2854,Anandapur,386980,Baniajodi,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
16,361,Kendujhar,2854,Anandapur,387026,Bankhidi,3806,Anandapur,119251,Baunsagarh,3443,Anandapur,361,Kendujhar
17,361,Kendujhar,2854,Anandapur,387073,Baradi,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
18,361,Kendujhar,2854,Anandapur,387074,Bareswar,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
19,361,Kendujhar,2854,Anandapur,387041,Baruan,3806,Anandapur,119257,Kantipal,3443,Anandapur,361,Kendujhar
20,361,Kendujhar,2854,Anandapur,387028,Baunsagarh,3806,Anandapur,119251,Baunsagarh,3443,Anandapur,361,Kendujhar
21,361,Kendujhar,2854,Anandapur,387023,Beladiha,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
22,361,Kendujhar,2854,Anandapur,387030,Belda,3806,Anandapur,119263,Salabani,3443,Anandapur,361,Kendujhar
23,361,Kendujhar,2854,Anandapur,387014,Bhalughara,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
24,361,Kendujhar,2854,Anandapur,387042,Biridiha,3806,Anandapur,119257,Kantipal,3443,Anandapur,361,Kendujhar
25,361,Kendujhar,2854,Anandapur,387000,Budhikuda,3806,Anandapur,275384,Budhikuda,3443,Anandapur,361,Kendujhar
26,361,Kendujhar,2854,Anandapur,387040,Chamarda,3806,Anandapur,119257,Kantipal,3443,Anandapur,361,Kendujhar
27,361,Kendujhar,2854,Anandapur,387034,Chhatrakana,3806,Anandapur,275385,Mochinda,3443,Anandapur,361,Kendujhar
28,361,Kendujhar,2854,Anandapur,387060,Dadhibamanpur,3812,Hatadihi,119383,Akarua,3449,Hatadihi,361,Kendujhar
29,361,Kendujhar,2854,Anandapur,387013,Deojharan,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
30,361,Kendujhar,2854,Anandapur,387012,Dhabani,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
31,361,Kendujhar,2854,Anandapur,387033,Dudugaon,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
32,361,Kendujhar,2854,Anandapur,387050,Dumuribandha,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
33,361,Kendujhar,2854,Anandapur,386972,Dumuridiha,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
34,361,Kendujhar,2854,Anandapur,387004,Gayalmunda,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
35,361,Kendujhar,2854,Anandapur,387002,Gendaliabasa,3806,Anandapur,275384,Budhikuda,3443,Anandapur,361,Kendujhar
36,361,Kendujhar,2854,Anandapur,386981,Gentubeda,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
37,361,Kendujhar,2854,Anandapur,387053,Ghosarapada,3812,Hatadihi,119383,Akarua,3449,Hatadihi,361,Kendujhar
38,361,Kendujhar,2854,Anandapur,387024,Gohirabani,3809,Ghasipura,275388,Biragobindapur,3446,Ghasipura,361,Kendujhar
39,361,Kendujhar,2854,Anandapur,387022,Golabandha,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
40,361,Kendujhar,2854,Anandapur,387020,Goudadiha,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
41,361,Kendujhar,2854,Anandapur,386991,Haradavol,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
42,361,Kendujhar,2854,Anandapur,387015,Haribeda,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
43,361,Kendujhar,2854,Anandapur,386993,Hatichapal,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
44,361,Kendujhar,2854,Anandapur,387068,Hirapur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
45,361,Kendujhar,2854,Anandapur,387029,Janghar,3806,Anandapur,119251,Baunsagarh,3443,Anandapur,361,Kendujhar
46,361,Kendujhar,2854,Anandapur,386989,Janjali,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
47,361,Kendujhar,2854,Anandapur,387067,Jasobantapur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
48,361,Kendujhar,2854,Anandapur,386979,Jayantibeda,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
49,361,Kendujhar,2854,Anandapur,387044,Jogiabandha,3806,Anandapur,119258,Kathakata,3443,Anandapur,361,Kendujhar
50,361,Kendujhar,2854,Anandapur,387003,Kantala,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
51,361,Kendujhar,2854,Anandapur,387066,Kanthiadihi,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
52,361,Kendujhar,2854,Anandapur,387043,Kantipal,3806,Anandapur,119257,Kantipal,3443,Anandapur,361,Kendujhar
53,361,Kendujhar,2854,Anandapur,387046,Kathakata,3806,Anandapur,119258,Kathakata,3443,Anandapur,361,Kendujhar
54,361,Kendujhar,2854,Anandapur,387045,Kathakata,3806,Anandapur,119258,Kathakata,3443,Anandapur,361,Kendujhar
55,361,Kendujhar,2854,Anandapur,387054,Kathiasara,3812,Hatadihi,119383,Akarua,3449,Hatadihi,361,Kendujhar
56,361,Kendujhar,2854,Anandapur,387038,Khadipal,3806,Anandapur,275385,Mochinda,3443,Anandapur,361,Kendujhar
57,361,Kendujhar,2854,Anandapur,387048,Khamarnendi,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
58,361,Kendujhar,2854,Anandapur,387021,Kodapada,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
59,361,Kendujhar,2854,Anandapur,387011,Kolidiha,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
60,361,Kendujhar,2854,Anandapur,386997,Kontala,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
61,361,Kendujhar,2854,Anandapur,386988,Kothadiha,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
62,361,Kendujhar,2854,Anandapur,386990,Kumudabahali,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
63,361,Kendujhar,2854,Anandapur,387001,Mandapada,3806,Anandapur,275384,Budhikuda,3443,Anandapur,361,Kendujhar
64,361,Kendujhar,2854,Anandapur,387007,Mankadabeda,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
65,361,Kendujhar,2854,Anandapur,386973,Manoharpur,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
66,361,Kendujhar,2854,Anandapur,387010,Maranadihi,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
67,361,Kendujhar,2854,Anandapur,387049,Mathianendi,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
68,361,Kendujhar,2854,Anandapur,387032,Mochinda,3806,Anandapur,275385,Mochinda,3443,Anandapur,361,Kendujhar
69,361,Kendujhar,2854,Anandapur,387069,Mugupur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
70,361,Kendujhar,2854,Anandapur,387064,Nilapur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
71,361,Kendujhar,2854,Anandapur,386975,Palabani,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
72,361,Kendujhar,2854,Anandapur,386985,Panasadiha,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
73,361,Kendujhar,2854,Anandapur,386982,Panasagadia,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
74,361,Kendujhar,2854,Anandapur,386977,Panasijharan,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
75,361,Kendujhar,2854,Anandapur,387036,Panchanga,3806,Anandapur,275385,Mochinda,3443,Anandapur,361,Kendujhar
76,361,Kendujhar,2854,Anandapur,387076,Panchugochhia,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
77,361,Kendujhar,2854,Anandapur,387037,Pandua,3806,Anandapur,119263,Salabani,3443,Anandapur,361,Kendujhar
78,361,Kendujhar,2854,Anandapur,387047,Purunaghati,3806,Anandapur,119258,Kathakata,3443,Anandapur,361,Kendujhar
79,361,Kendujhar,2854,Anandapur,386996,Putajhari,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
80,361,Kendujhar,2854,Anandapur,387018,Ratuan,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
81,361,Kendujhar,2854,Anandapur,387052,Rugudi,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
82,361,Kendujhar,2854,Anandapur,387025,Sadangi,3806,Anandapur,119251,Baunsagarh,3443,Anandapur,361,Kendujhar
83,361,Kendujhar,2854,Anandapur,387071,Sahanadpur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
84,361,Kendujhar,2854,Anandapur,387031,Salabani,3806,Anandapur,119263,Salabani,3443,Anandapur,361,Kendujhar
85,361,Kendujhar,2854,Anandapur,386984,Sanakusapada,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
86,361,Kendujhar,2854,Anandapur,386974,Sanapurunapani,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
87,361,Kendujhar,2854,Anandapur,386998,Santospur,3806,Anandapur,275384,Budhikuda,3443,Anandapur,361,Kendujhar
88,361,Kendujhar,2854,Anandapur,387070,Sarbeswarpur,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
89,361,Kendujhar,2854,Anandapur,387062,Sibanarayanpur,3812,Hatadihi,119387,Bancho,3449,Hatadihi,361,Kendujhar
90,361,Kendujhar,2854,Anandapur,386992,Sikabeda,3806,Anandapur,119262,Panasadiha,3443,Anandapur,361,Kendujhar
91,361,Kendujhar,2854,Anandapur,386994,Singanali,3806,Anandapur,275384,Budhikuda,3443,Anandapur,361,Kendujhar
92,361,Kendujhar,2854,Anandapur,387057,Singdova,3812,Hatadihi,119387,Bancho,3449,Hatadihi,361,Kendujhar
93,361,Kendujhar,2854,Anandapur,387027,Sunduria,3806,Anandapur,119251,Baunsagarh,3443,Anandapur,361,Kendujhar
94,361,Kendujhar,2854,Anandapur,387017,Tanaipal,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
95,361,Kendujhar,2854,Anandapur,387035,Tangar,3806,Anandapur,119258,Kathakata,3443,Anandapur,361,Kendujhar
96,361,Kendujhar,2854,Anandapur,387055,Taratara,3806,Anandapur,119264,Taratara,3443,Anandapur,361,Kendujhar
97,361,Kendujhar,2854,Anandapur,387075,Tarava,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
98,361,Kendujhar,2854,Anandapur,386999,Tavakud,3809,Ghasipura,119325,Radhikadeipur,3446,Ghasipura,361,Kendujhar
99,361,Kendujhar,2854,Anandapur,387072,Tikara,3812,Hatadihi,119403,Panchugochia,3449,Hatadihi,361,Kendujhar
100,361,Kendujhar,2854,Anandapur,386983,Tulasibani,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
101,361,Kendujhar,2854,Anandapur,387006,Ulekundi,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
102,361,Kendujhar,2854,Anandapur,387008,Ulibasa,3806,Anandapur,119254,Gayalamunda,3443,Anandapur,361,Kendujhar
103,361,Kendujhar,2854,Anandapur,386971,Vikaramada,3806,Anandapur,119261,Manoharpur,3443,Anandapur,361,Kendujhar
104,361,Kendujhar,2854,Anandapur,387019,Vogapur,3806,Anandapur,119259,Kodapada,3443,Anandapur,361,Kendujhar
105,361,Kendujhar,2838,Bamebari,385360,Badkalimati,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
106,361,Kendujhar,2838,Bamebari,385331,Baitarani R.F.,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
107,361,Kendujhar,2838,Bamebari,385391,Balabhadrapur (Alias) Andhari Khaman,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
108,361,Kendujhar,2838,Bamebari,385359,Balada,3814,Joda,119436,Balada,3451,Joda,361,Kendujhar
109,361,Kendujhar,2838,Bamebari,385337,Bandhuabeda,3814,Joda,119445,Jajanga,3451,Joda,361,Kendujhar
110,361,Kendujhar,2838,Bamebari,385365,Basantapur,3813,Jhumpura,119418,Basantapur,3450,Jhumpura,361,Kendujhar
111,361,Kendujhar,2838,Bamebari,385346,Belda,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
112,361,Kendujhar,2838,Bamebari,385348,Bhandaridiha,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
113,361,Kendujhar,2838,Bamebari,385333,Bholabeda,3814,Joda,119445,Jajanga,3451,Joda,361,Kendujhar
114,361,Kendujhar,2838,Bamebari,385381,Bramhanidihi,3813,Jhumpura,119430,Nayagarh,3450,Jhumpura,361,Kendujhar
115,361,Kendujhar,2838,Bamebari,385378,Bramhanjhari,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
116,361,Kendujhar,2838,Bamebari,385344,Champadihi,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
117,361,Kendujhar,2838,Bamebari,385377,Chipinda,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
118,361,Kendujhar,2838,Bamebari,385340,Deojhar,3813,Jhumpura,119431,Nischintpur,3450,Jhumpura,361,Kendujhar
119,361,Kendujhar,2838,Bamebari,385383,Dhanurjayapur,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
120,361,Kendujhar,2838,Bamebari,385380,Dhatika,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
121,361,Kendujhar,2838,Bamebari,385368,Dobuna,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
122,361,Kendujhar,2838,Bamebari,385386,Godatopa,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
123,361,Kendujhar,2838,Bamebari,385356,Guruda,3814,Joda,119436,Balada,3451,Joda,361,Kendujhar
124,361,Kendujhar,2838,Bamebari,385347,Gurutuan,3814,Joda,119445,Jajanga,3451,Joda,361,Kendujhar
125,361,Kendujhar,2838,Bamebari,385361,Handibhanga,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
126,361,Kendujhar,2838,Bamebari,385342,Hatidari,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
127,361,Kendujhar,2838,Bamebari,385354,Jadibahal,3814,Joda,275397,Jurudi,3451,Joda,361,Kendujhar
128,361,Kendujhar,2838,Bamebari,385350,Jaganathapur,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
129,361,Kendujhar,2838,Bamebari,385343,Jaipur,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
130,361,Kendujhar,2838,Bamebari,385392,Jajanga (Ct),3814,Joda,119445,Jajanga,3451,Joda,361,Kendujhar
131,361,Kendujhar,2838,Bamebari,385334,Jalahari,3814,Joda,119446,Jalahari,3451,Joda,361,Kendujhar
132,361,Kendujhar,2838,Bamebari,385373,Jalapaposi,3813,Jhumpura,119430,Nayagarh,3450,Jhumpura,361,Kendujhar
133,361,Kendujhar,2838,Bamebari,385389,Jamardihi,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
134,361,Kendujhar,2838,Bamebari,385339,Jamirita,3814,Joda,119445,Jajanga,3451,Joda,361,Kendujhar
135,361,Kendujhar,2838,Bamebari,385345,Jamunaposi,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
136,361,Kendujhar,2838,Bamebari,385362,Jamupani,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
137,361,Kendujhar,2838,Bamebari,385336,Jaroli,3814,Joda,275397,Jurudi,3451,Joda,361,Kendujhar
138,361,Kendujhar,2838,Bamebari,385364,Kaijoda,3813,Jhumpura,119418,Basantapur,3450,Jhumpura,361,Kendujhar
139,361,Kendujhar,2838,Bamebari,385388,Kaliapal,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
140,361,Kendujhar,2838,Bamebari,385338,Kamalpur,3814,Joda,119445,Jajanga,3451,Joda,361,Kendujhar
141,361,Kendujhar,2838,Bamebari,385332,Kanakana,3813,Jhumpura,119431,Nischintpur,3450,Jhumpura,361,Kendujhar
142,361,Kendujhar,2838,Bamebari,385390,Kasia,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
143,361,Kendujhar,2838,Bamebari,385370,Katupali,3813,Jhumpura,119430,Nayagarh,3450,Jhumpura,361,Kendujhar
144,361,Kendujhar,2838,Bamebari,385335,Khadabandha,3814,Joda,119446,Jalahari,3451,Joda,361,Kendujhar
145,361,Kendujhar,2838,Bamebari,385369,Khajuridihi,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
146,361,Kendujhar,2838,Bamebari,385376,Kotagaon,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
147,361,Kendujhar,2838,Bamebari,385352,Kundaposi(Kunaposi),3814,Joda,119436,Balada,3451,Joda,361,Kendujhar
148,361,Kendujhar,2838,Bamebari,385382,Malada,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
149,361,Kendujhar,2838,Bamebari,385366,Naibuga,3813,Jhumpura,119418,Basantapur,3450,Jhumpura,361,Kendujhar
150,361,Kendujhar,2838,Bamebari,385349,Namira,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
151,361,Kendujhar,2838,Bamebari,385341,Naupani,3813,Jhumpura,119426,Kutugaon,3450,Jhumpura,361,Kendujhar
152,361,Kendujhar,2838,Bamebari,385372,Nayagarh,3813,Jhumpura,119430,Nayagarh,3450,Jhumpura,361,Kendujhar
153,361,Kendujhar,2838,Bamebari,385385,Nungadia,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
154,361,Kendujhar,2838,Bamebari,385353,Palasa(Ka),3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
155,361,Kendujhar,2838,Bamebari,385355,Palasa(Kha),3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
156,361,Kendujhar,2838,Bamebari,385384,Patuakudar,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
157,361,Kendujhar,2838,Bamebari,385363,Pidhapokhari,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
158,361,Kendujhar,2838,Bamebari,385367,Purunadihi,3814,Joda,119435,Badakalimati,3451,Joda,361,Kendujhar
159,361,Kendujhar,2838,Bamebari,385374,Purunapani,3813,Jhumpura,119430,Nayagarh,3450,Jhumpura,361,Kendujhar
160,361,Kendujhar,2838,Bamebari,385379,Sankalimati,3813,Jhumpura,119427,Malda,3450,Jhumpura,361,Kendujhar
161,361,Kendujhar,2838,Bamebari,385371,Saradhapanka,3813,Jhumpura,119430,Nayagarh,3450,Jhumpura,361,Kendujhar
162,361,Kendujhar,2838,Bamebari,385357,Sreejoda,3814,Joda,119436,Balada,3451,Joda,361,Kendujhar
163,361,Kendujhar,2838,Bamebari,385358,Tadapani,3814,Joda,119436,Balada,3451,Joda,361,Kendujhar
164,361,Kendujhar,2838,Bamebari,385351,Unchabali,3814,Joda,119448,Palasa,3451,Joda,361,Kendujhar
165,361,Kendujhar,2834,Barbil,385253,Balita,3814,Joda,119440,Birikala,3451,Joda,361,Kendujhar
166,361,Kendujhar,2834,Barbil,385256,Bhadrasahi,3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
167,361,Kendujhar,2834,Barbil,385261,Bhusugaon,3814,Joda,275393,Serenda,3451,Joda,361,Kendujhar
168,361,Kendujhar,2834,Barbil,385257,Fulabadi,3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
169,361,Kendujhar,2834,Barbil,385247,Hayarpur,3814,Joda,275394,Karakhendara,3451,Joda,361,Kendujhar
170,361,Kendujhar,2834,Barbil,385259,Jhadagaon,3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
171,361,Kendujhar,2834,Barbil,385250,Karakhendara,3814,Joda,275394,Karakhendara,3451,Joda,361,Kendujhar
172,361,Kendujhar,2834,Barbil,385263,Kasia(Ka),3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
173,361,Kendujhar,2834,Barbil,385264,Kasia(Kha),3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
174,361,Kendujhar,2834,Barbil,385265,Kolhabarapada,3814,Joda,275394,Karakhendara,3451,Joda,361,Kendujhar
175,361,Kendujhar,2834,Barbil,385260,Matiapasi,3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
176,361,Kendujhar,2834,Barbil,385255,Raeka,3814,Joda,275393,Serenda,3451,Joda,361,Kendujhar
177,361,Kendujhar,2834,Barbil,385254,Sayabahala,3814,Joda,275393,Serenda,3451,Joda,361,Kendujhar
178,361,Kendujhar,2834,Barbil,385262,Serenda,3814,Joda,275393,Serenda,3451,Joda,361,Kendujhar
179,361,Kendujhar,2834,Barbil,385258,Tanto,3814,Joda,119438,Bhadrasahi,3451,Joda,361,Kendujhar
180,361,Kendujhar,2834,Barbil,385251,Thakurani,3814,Joda,119443,Deojhar,3451,Joda,361,Kendujhar
181,361,Kendujhar,2834,Barbil,385248,Uliburu,3814,Joda,275394,Karakhendara,3451,Joda,361,Kendujhar
182,361,Kendujhar,2841,Baria,385660,Ankudi,3808,Champua,119305,Sadangi,3445,Champua,361,Kendujhar
183,361,Kendujhar,2841,Baria,385568,Asanapat,3813,Jhumpura,119413,Asanpat,3450,Jhumpura,361,Kendujhar
184,361,Kendujhar,2841,Baria,385565,Badadumuria,3813,Jhumpura,119414,Badadumuria,3450,Jhumpura,361,Kendujhar
185,361,Kendujhar,2841,Baria,385645,Badaneuli,3813,Jhumpura,119415,Badaneuli,3450,Jhumpura,361,Kendujhar
186,361,Kendujhar,2841,Baria,385597,Badapada(Barpada),3808,Champua,119308,Uchabali,3445,Champua,361,Kendujhar
187,361,Kendujhar,2841,Baria,385618,Badapasi,3813,Jhumpura,119413,Asanpat,3450,Jhumpura,361,Kendujhar
188,361,Kendujhar,2841,Baria,385622,Baikunthapur,3813,Jhumpura,119417,Baria,3450,Jhumpura,361,Kendujhar
189,361,Kendujhar,2841,Baria,385658,Bala,3808,Champua,119291,Jajaposi,3445,Champua,361,Kendujhar
190,361,Kendujhar,2841,Baria,385606,Baliposi,3813,Jhumpura,119414,Badadumuria,3450,Jhumpura,361,Kendujhar
191,361,Kendujhar,2841,Baria,385599,Banakati,3808,Champua,119294,Jyotipur,3445,Champua,361,Kendujhar
192,361,Kendujhar,2841,Baria,385605,Banguriposi,3808,Champua,119300,Padua,3445,Champua,361,Kendujhar
193,361,Kendujhar,2841,Baria,385601,Bardhana,3808,Champua,119292,Jally,3445,Champua,361,Kendujhar
194,361,Kendujhar,2841,Baria,385640,Barhaposi,3813,Jhumpura,119432,Tukudiha,3450,Jhumpura,361,Kendujhar
195,361,Kendujhar,2841,Baria,385621,Baria,3813,Jhumpura,119417,Baria,3450,Jhumpura,361,Kendujhar
196,361,Kendujhar,2841,Baria,385567,Baruna,3813,Jhumpura,119419,Chauthia,3450,Jhumpura,361,Kendujhar
197,361,Kendujhar,2841,Baria,385586,Basudevpur,3808,Champua,119287,Bhanda,3445,Champua,361,Kendujhar
198,361,Kendujhar,2841,Baria,385669,Bautiapada,3808,Champua,119291,Jajaposi,3445,Champua,361,Kendujhar
199,361,Kendujhar,2841,Baria,385583,Bhanda,3808,Champua,119287,Bhanda,3445,Champua,361,Kendujhar
200,361,Kendujhar,2841,Baria,385609,Bhimapur(Bhuinpur),3808,Champua,119288,Bhuinpur,3445,Champua,361,Kendujhar
201,361,Kendujhar,2841,Baria,385573,Bhodaposi,3808,Champua,119288,Bhuinpur,3445,Champua,361,Kendujhar
202,361,Kendujhar,2841,Baria,385620,Bhubanposi,3813,Jhumpura,119417,Baria,3450,Jhumpura,361,Kendujhar
203,361,Kendujhar,2841,Baria,385613,Bichitranandapur,3813,Jhumpura,119433,Ukhunda,3450,Jhumpura,361,Kendujhar
204,361,Kendujhar,2841,Baria,385617,Birikuan(Ka),3808,Champua,119288,Bhuinpur,3445,Champua,361,Kendujhar
205,361,Kendujhar,2841,Baria,385608,Birikuan(Kha),3808,Champua,119288,Bhuinpur,3445,Champua,361,Kendujhar
206,361,Kendujhar,2841,Baria,385668,Budhimara,3808,Champua,119291,Jajaposi,3445,Champua,361,Kendujhar
207,361,Kendujhar,2841,Baria,385628,Chakulia(Chakadiha),3813,Jhumpura,119414,Badadumuria,3450,Jhumpura,361,Kendujhar
208,361,Kendujhar,2841,Baria,385576,Chandrasekharpur,3808,Champua,119290,Chandrasekharpur,3445,Champua,361,Kendujhar
209,361,Kendujhar,2841,Baria,385619,Chhelianal,3813,Jhumpura,119417,Baria,3450,Jhumpura,361,Kendujhar
210,361,Kendujhar,2841,Baria,385569,Chitrapur,3813,Jhumpura,119413,Asanpat,3450,Jhumpura,361,Kendujhar
211,361,Kendujhar,2841,Baria,385572,Dhatika,3813,Jhumpura,119413,Asanpat,3450,Jhumpura,361,Kendujhar
212,361,Kendujhar,2841,Baria,385667,Fulkanlei,3808,Champua,119291,Jajaposi,3445,Champua,361,Kendujhar
