S No,District Code,District Name (In English),Sub-District Code,Sub-District Name (In English),Village Code,Village Name (In English),Block Panchayat Code,Block Panchayat Name(In English),Gram Panchayat Code,Gram Panchayat Name(In English),Development Block Code,Development Block Name(In English),District Code of Development Block,District Name of Development Block
565,361,Kendujhar,2853,Ghasipura,386957,Tukuna,3806,Anandapur,119250,Bailo,3443,Anandapur,361,Kendujhar
566,361,Kendujhar,2853,Ghasipura,386909,Tulasipur,3809,Ghasipura,119329,Tarimul,3446,Ghasipura,361,Kendujhar
567,361,Kendujhar,2853,Ghasipura,386953,Vatisira,3806,Anandapur,119250,Bailo,3443,Anandapur,361,Kendujhar
568,361,Kendujhar,2850,Ghatgaon,386584,Ambuapada,3810,Ghatgaon,119337,Bholabeda,3447,Ghatgaon,361,Kendujhar
569,361,Kendujhar,2850,Ghatgaon,386665,Arjunbila,3810,Ghatgaon,119340,Gadadharpur,3447,Ghatgaon,361,Kendujhar
570,361,Kendujhar,2850,Ghatgaon,386626,Asanabani,3810,Ghatgaon,119348,Pipilia,3447,Ghatgaon,361,Kendujhar
571,361,Kendujhar,2850,Ghatgaon,386633,Badabarabeda,3810,Ghatgaon,119349,Purumunda,3447,Ghatgaon,361,Kendujhar
572,361,Kendujhar,2850,Ghatgaon,386644,Badajamupasi,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
573,361,Kendujhar,2850,Ghatgaon,386639,Badamasinabilla,3810,Ghatgaon,119332,Badamasinabilla,3447,Ghatgaon,361,Kendujhar
574,361,Kendujhar,2850,Ghatgaon,386605,Badnuagaon,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
575,361,Kendujhar,2850,Ghatgaon,386596,Baghaghara,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
576,361,Kendujhar,2850,Ghatgaon,386603,Baidabaza,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
577,361,Kendujhar,2850,Ghatgaon,386642,Baiganpal,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
578,361,Kendujhar,2850,Ghatgaon,386698,Balijodi,3810,Ghatgaon,119356,Uperdiha,3447,Ghatgaon,361,Kendujhar
579,361,Kendujhar,2850,Ghatgaon,386683,Balipokhari,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
580,361,Kendujhar,2850,Ghatgaon,386690,Banachakulia,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
581,361,Kendujhar,2850,Ghatgaon,386670,Banakanda,3810,Ghatgaon,119354,Tara,3447,Ghatgaon,361,Kendujhar
582,361,Kendujhar,2850,Ghatgaon,386582,Bankapatuli,3810,Ghatgaon,119348,Pipilia,3447,Ghatgaon,361,Kendujhar
583,361,Kendujhar,2850,Ghatgaon,386614,Banmahuldiha,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
584,361,Kendujhar,2850,Ghatgaon,386674,Barhatipura,3810,Ghatgaon,119335,Barhatipura,3447,Ghatgaon,361,Kendujhar
585,361,Kendujhar,2850,Ghatgaon,386681,Bedapal,3810,Ghatgaon,119354,Tara,3447,Ghatgaon,361,Kendujhar
586,361,Kendujhar,2850,Ghatgaon,386586,Bhalukipatali,3810,Ghatgaon,119352,Sarasposi,3447,Ghatgaon,361,Kendujhar
587,361,Kendujhar,2850,Ghatgaon,386672,Bhanjatipura,3810,Ghatgaon,119335,Barhatipura,3447,Ghatgaon,361,Kendujhar
588,361,Kendujhar,2850,Ghatgaon,386588,Bharandia,3810,Ghatgaon,119352,Sarasposi,3447,Ghatgaon,361,Kendujhar
589,361,Kendujhar,2850,Ghatgaon,386591,Bholabeda,3810,Ghatgaon,119337,Bholabeda,3447,Ghatgaon,361,Kendujhar
590,361,Kendujhar,2850,Ghatgaon,386632,Bidyadharapur,3810,Ghatgaon,119350,Rutisila,3447,Ghatgaon,361,Kendujhar
591,361,Kendujhar,2850,Ghatgaon,386696,Binajhari,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
592,361,Kendujhar,2850,Ghatgaon,386590,Brundabanapur,3810,Ghatgaon,119352,Sarasposi,3447,Ghatgaon,361,Kendujhar
593,361,Kendujhar,2850,Ghatgaon,386653,Chatia,3810,Ghatgaon,119351,Santarapur,3447,Ghatgaon,361,Kendujhar
594,361,Kendujhar,2850,Ghatgaon,386686,Chhotarayapur,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
595,361,Kendujhar,2850,Ghatgaon,386624,Chikinagobinpur,3810,Ghatgaon,119348,Pipilia,3447,Ghatgaon,361,Kendujhar
596,361,Kendujhar,2850,Ghatgaon,386600,Chinamalpasi,3816,Patana,119478,Chinamaliposi,3453,Patana,361,Kendujhar
597,361,Kendujhar,2850,Ghatgaon,386592,Dalangapani,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
598,361,Kendujhar,2850,Ghatgaon,386580,Dandipasi,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
599,361,Kendujhar,2850,Ghatgaon,386629,Danguapasi,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
600,361,Kendujhar,2850,Ghatgaon,386673,Dehuripada,3810,Ghatgaon,119335,Barhatipura,3447,Ghatgaon,361,Kendujhar
601,361,Kendujhar,2850,Ghatgaon,386645,Dehuripasi,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
602,361,Kendujhar,2850,Ghatgaon,386691,Dhangad Diha,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
603,361,Kendujhar,2850,Ghatgaon,386661,Dhanurjayapur,3810,Ghatgaon,119340,Gadadharpur,3447,Ghatgaon,361,Kendujhar
604,361,Kendujhar,2850,Ghatgaon,386637,Dhenkikote,3810,Ghatgaon,119339,Dhenkikote,3447,Ghatgaon,361,Kendujhar
605,361,Kendujhar,2850,Ghatgaon,386574,Dhobapitana,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
606,361,Kendujhar,2850,Ghatgaon,386678,Dhuligarh,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
607,361,Kendujhar,2850,Ghatgaon,386606,Dumuria,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
608,361,Kendujhar,2850,Ghatgaon,386572,Dwarikapasi,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
609,361,Kendujhar,2850,Ghatgaon,386664,Gadadharapur,3810,Ghatgaon,119340,Gadadharpur,3447,Ghatgaon,361,Kendujhar
610,361,Kendujhar,2850,Ghatgaon,386654,Gandasila,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
611,361,Kendujhar,2850,Ghatgaon,386697,Ghatagaon,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
612,361,Kendujhar,2850,Ghatgaon,386608,Ghatbalijadi,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
613,361,Kendujhar,2850,Ghatgaon,386593,Ghuntjharia,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
614,361,Kendujhar,2850,Ghatgaon,386589,Gobarabeda,3810,Ghatgaon,119352,Sarasposi,3447,Ghatgaon,361,Kendujhar
615,361,Kendujhar,2850,Ghatgaon,386610,Godhirampara,3816,Patana,119488,Palanghati,3453,Patana,361,Kendujhar
616,361,Kendujhar,2850,Ghatgaon,386668,Golabandha,3810,Ghatgaon,119356,Uperdiha,3447,Ghatgaon,361,Kendujhar
617,361,Kendujhar,2850,Ghatgaon,386575,Gopapur,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
618,361,Kendujhar,2850,Ghatgaon,386688,Gopinathapur,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
619,361,Kendujhar,2850,Ghatgaon,386662,Haladharapur,3810,Ghatgaon,119345,Paidapatna,3447,Ghatgaon,361,Kendujhar
620,361,Kendujhar,2850,Ghatgaon,386663,Harichanduapur,3810,Ghatgaon,119340,Gadadharpur,3447,Ghatgaon,361,Kendujhar
621,361,Kendujhar,2850,Ghatgaon,386682,Hatinota,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
622,361,Kendujhar,2850,Ghatgaon,386609,Jamuleibeda,3816,Patana,119488,Palanghati,3453,Patana,361,Kendujhar
623,361,Kendujhar,2850,Ghatgaon,386615,Kalighai,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
624,361,Kendujhar,2850,Ghatgaon,386619,Kapasapada,3810,Ghatgaon,119339,Dhenkikote,3447,Ghatgaon,361,Kendujhar
625,361,Kendujhar,2850,Ghatgaon,386620,Kasibeda,3810,Ghatgaon,119341,Khantaghar,3447,Ghatgaon,361,Kendujhar
626,361,Kendujhar,2850,Ghatgaon,386618,Ketanga,3816,Patana,119478,Chinamaliposi,3453,Patana,361,Kendujhar
627,361,Kendujhar,2850,Ghatgaon,386622,Khajurijuani,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
628,361,Kendujhar,2850,Ghatgaon,386621,Khantaghara,3810,Ghatgaon,119341,Khantaghar,3447,Ghatgaon,361,Kendujhar
629,361,Kendujhar,2850,Ghatgaon,386623,Khatrabeda,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
630,361,Kendujhar,2850,Ghatgaon,386577,Khudupatuli,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
631,361,Kendujhar,2850,Ghatgaon,386669,Khunta,3810,Ghatgaon,119340,Gadadharpur,3447,Ghatgaon,361,Kendujhar
632,361,Kendujhar,2850,Ghatgaon,386658,Khuntapada,3810,Ghatgaon,119345,Paidapatna,3447,Ghatgaon,361,Kendujhar
633,361,Kendujhar,2850,Ghatgaon,386694,Kolipasi,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
634,361,Kendujhar,2850,Ghatgaon,386604,Kothaghar,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
635,361,Kendujhar,2850,Ghatgaon,386646,Kudutangar,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
636,361,Kendujhar,2850,Ghatgaon,386602,Kumudabahali,3816,Patana,119488,Palanghati,3453,Patana,361,Kendujhar
637,361,Kendujhar,2850,Ghatgaon,386616,Kundapitha,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
638,361,Kendujhar,2850,Ghatgaon,386667,Kusunapur,3810,Ghatgaon,119356,Uperdiha,3447,Ghatgaon,361,Kendujhar
639,361,Kendujhar,2850,Ghatgaon,386651,Langalakanti,3810,Ghatgaon,119339,Dhenkikote,3447,Ghatgaon,361,Kendujhar
640,361,Kendujhar,2850,Ghatgaon,386628,Laxmanpasi,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
641,361,Kendujhar,2850,Ghatgaon,386598,Machhabhanda,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
642,361,Kendujhar,2850,Ghatgaon,386648,Madhupur,3810,Ghatgaon,119340,Gadadharpur,3447,Ghatgaon,361,Kendujhar
643,361,Kendujhar,2850,Ghatgaon,386636,Mahulagadia,3810,Ghatgaon,119341,Khantaghar,3447,Ghatgaon,361,Kendujhar
644,361,Kendujhar,2850,Ghatgaon,386617,Mahuldiha,3816,Patana,119478,Chinamaliposi,3453,Patana,361,Kendujhar
645,361,Kendujhar,2850,Ghatgaon,386693,Manada,3810,Ghatgaon,119354,Tara,3447,Ghatgaon,361,Kendujhar
646,361,Kendujhar,2850,Ghatgaon,386627,Manoharapur,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
647,361,Kendujhar,2850,Ghatgaon,386579,Mathurapasi,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
648,361,Kendujhar,2850,Ghatgaon,386647,Medinipur,3810,Ghatgaon,119332,Badamasinabilla,3447,Ghatgaon,361,Kendujhar
649,361,Kendujhar,2850,Ghatgaon,386699,Melana,3810,Ghatgaon,119356,Uperdiha,3447,Ghatgaon,361,Kendujhar
650,361,Kendujhar,2850,Ghatgaon,386597,Mudurabeda,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
651,361,Kendujhar,2850,Ghatgaon,386595,Muktapur,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
652,361,Kendujhar,2850,Ghatgaon,386680,Mukundapurpatna,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
653,361,Kendujhar,2850,Ghatgaon,386581,Mundatangar,3810,Ghatgaon,119348,Pipilia,3447,Ghatgaon,361,Kendujhar
654,361,Kendujhar,2850,Ghatgaon,386666,Murgapahadi,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
655,361,Kendujhar,2850,Ghatgaon,386677,Nakajhari,3810,Ghatgaon,119354,Tara,3447,Ghatgaon,361,Kendujhar
656,361,Kendujhar,2850,Ghatgaon,386641,Nalabilla,3810,Ghatgaon,119331,Badajamuposi,3447,Ghatgaon,361,Kendujhar
657,361,Kendujhar,2850,Ghatgaon,386630,Nimighera,3810,Ghatgaon,119350,Rutisila,3447,Ghatgaon,361,Kendujhar
658,361,Kendujhar,2850,Ghatgaon,386671,Nischintapur,3810,Ghatgaon,119354,Tara,3447,Ghatgaon,361,Kendujhar
659,361,Kendujhar,2850,Ghatgaon,386599,Nuapada,3816,Patana,119478,Chinamaliposi,3453,Patana,361,Kendujhar
660,361,Kendujhar,2850,Ghatgaon,386656,Nusuripasi,3810,Ghatgaon,119351,Santarapur,3447,Ghatgaon,361,Kendujhar
661,361,Kendujhar,2850,Ghatgaon,386657,Paidapattana,3810,Ghatgaon,119345,Paidapatna,3447,Ghatgaon,361,Kendujhar
662,361,Kendujhar,2850,Ghatgaon,386571,Paipani,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
663,361,Kendujhar,2850,Ghatgaon,386611,Palanghati,3816,Patana,119488,Palanghati,3453,Patana,361,Kendujhar
664,361,Kendujhar,2850,Ghatgaon,386640,Panupasi,3810,Ghatgaon,119332,Badamasinabilla,3447,Ghatgaon,361,Kendujhar
665,361,Kendujhar,2850,Ghatgaon,386625,Parasurampur,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
666,361,Kendujhar,2850,Ghatgaon,386689,Pauchhia,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
667,361,Kendujhar,2850,Ghatgaon,386613,Pichhulabeda,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
668,361,Kendujhar,2850,Ghatgaon,386583,Pipilia,3810,Ghatgaon,119348,Pipilia,3447,Ghatgaon,361,Kendujhar
669,361,Kendujhar,2850,Ghatgaon,386576,Podadiha,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
670,361,Kendujhar,2850,Ghatgaon,386655,Raghubeda,3810,Ghatgaon,119351,Santarapur,3447,Ghatgaon,361,Kendujhar
671,361,Kendujhar,2850,Ghatgaon,386585,Raikudar,3810,Ghatgaon,119337,Bholabeda,3447,Ghatgaon,361,Kendujhar
672,361,Kendujhar,2850,Ghatgaon,386695,Rajapata,3810,Ghatgaon,119344,Mukundapurpatna,3447,Ghatgaon,361,Kendujhar
673,361,Kendujhar,2850,Ghatgaon,386594,Ramachandrapur,3810,Ghatgaon,119343,Muktapuir,3447,Ghatgaon,361,Kendujhar
674,361,Kendujhar,2850,Ghatgaon,386643,Rohaniduma,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
675,361,Kendujhar,2850,Ghatgaon,386601,Rudhiapada,3816,Patana,119478,Chinamaliposi,3453,Patana,361,Kendujhar
676,361,Kendujhar,2850,Ghatgaon,386612,Sadangabahali,3816,Patana,119488,Palanghati,3453,Patana,361,Kendujhar
677,361,Kendujhar,2850,Ghatgaon,386660,Sagadia,3810,Ghatgaon,119345,Paidapatna,3447,Ghatgaon,361,Kendujhar
678,361,Kendujhar,2850,Ghatgaon,386650,Sanabarabeda,3810,Ghatgaon,119332,Badamasinabilla,3447,Ghatgaon,361,Kendujhar
679,361,Kendujhar,2850,Ghatgaon,386676,Sanajamupasi,3810,Ghatgaon,119347,Patilo,3447,Ghatgaon,361,Kendujhar
680,361,Kendujhar,2850,Ghatgaon,386659,Sana-Nuaghani,3810,Ghatgaon,119332,Badamasinabilla,3447,Ghatgaon,361,Kendujhar
681,361,Kendujhar,2850,Ghatgaon,386649,Sanmasinabilla,3810,Ghatgaon,119332,Badamasinabilla,3447,Ghatgaon,361,Kendujhar
682,361,Kendujhar,2850,Ghatgaon,386652,Santarapur,3810,Ghatgaon,119351,Santarapur,3447,Ghatgaon,361,Kendujhar
683,361,Kendujhar,2850,Ghatgaon,386587,Sarasapasi,3810,Ghatgaon,119352,Sarasposi,3447,Ghatgaon,361,Kendujhar
684,361,Kendujhar,2850,Ghatgaon,386631,Sarupat,3810,Ghatgaon,119350,Rutisila,3447,Ghatgaon,361,Kendujhar
685,361,Kendujhar,2850,Ghatgaon,386634,Sitabinji,3810,Ghatgaon,119342,Manoharpur,3447,Ghatgaon,361,Kendujhar
686,361,Kendujhar,2850,Ghatgaon,386685,Sugadapata,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
687,361,Kendujhar,2850,Ghatgaon,386684,Sunaripasi,3810,Ghatgaon,119335,Barhatipura,3447,Ghatgaon,361,Kendujhar
688,361,Kendujhar,2850,Ghatgaon,386635,Tandibeda,3810,Ghatgaon,119341,Khantaghar,3447,Ghatgaon,361,Kendujhar
689,361,Kendujhar,2850,Ghatgaon,386607,Tando,3816,Patana,119479,Dumuria,3453,Patana,361,Kendujhar
690,361,Kendujhar,2850,Ghatgaon,386692,Tangaratali,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
691,361,Kendujhar,2850,Ghatgaon,386675,Tara,3810,Ghatgaon,119354,Tara,3447,Ghatgaon,361,Kendujhar
692,361,Kendujhar,2850,Ghatgaon,386638,Tikira,3810,Ghatgaon,119339,Dhenkikote,3447,Ghatgaon,361,Kendujhar
693,361,Kendujhar,2850,Ghatgaon,386578,Toranipokhari,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
694,361,Kendujhar,2850,Ghatgaon,386687,Tubulabeda,3810,Ghatgaon,119334,Balipokhari,3447,Ghatgaon,361,Kendujhar
695,361,Kendujhar,2850,Ghatgaon,386679,Uparadiha,3810,Ghatgaon,119356,Uperdiha,3447,Ghatgaon,361,Kendujhar
696,361,Kendujhar,2850,Ghatgaon,386573,Vandaripasi,3810,Ghatgaon,119355,Toranipokhari,3447,Ghatgaon,361,Kendujhar
697,361,Kendujhar,2851,Harichandanpur,386741,Akhupal,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
698,361,Kendujhar,2851,Harichandanpur,386714,Alanga,3811,Harichadanpur,119374,Pithagola,3448,Harichadanpur,361,Kendujhar
699,361,Kendujhar,2851,Harichandanpur,386766,Anlajodi,3811,Harichadanpur,119366,Harichandanpur,3448,Harichadanpur,361,Kendujhar
700,361,Kendujhar,2851,Harichandanpur,386787,Badasialimal,3811,Harichadanpur,119378,Sunapentha,3448,Harichadanpur,361,Kendujhar
701,361,Kendujhar,2851,Harichandanpur,386765,Balipal,3811,Harichadanpur,119366,Harichandanpur,3448,Harichadanpur,361,Kendujhar
702,361,Kendujhar,2851,Harichandanpur,386713,Balipasi,3811,Harichadanpur,119374,Pithagola,3448,Harichadanpur,361,Kendujhar
703,361,Kendujhar,2851,Harichandanpur,386761,Banabir,3811,Harichadanpur,119361,Bhanrpur,3448,Harichadanpur,361,Kendujhar
704,361,Kendujhar,2851,Harichandanpur,386724,Bandhapada,3811,Harichadanpur,119357,Badapalaspal,3448,Harichadanpur,361,Kendujhar
705,361,Kendujhar,2851,Harichandanpur,386807,Barigaon,3811,Harichadanpur,119379,Tangiriapal,3448,Harichadanpur,361,Kendujhar
706,361,Kendujhar,2851,Harichandanpur,386754,Baunar,3811,Harichadanpur,119357,Badapalaspal,3448,Harichadanpur,361,Kendujhar
707,361,Kendujhar,2851,Harichandanpur,386768,Bayapita,3811,Harichadanpur,119381,Thakurapada,3448,Harichadanpur,361,Kendujhar
708,361,Kendujhar,2851,Harichandanpur,386784,Bhagamunda,3811,Harichadanpur,119360,Bhagamunda,3448,Harichadanpur,361,Kendujhar
709,361,Kendujhar,2851,Harichandanpur,386747,Bhanarpur,3811,Harichadanpur,119361,Bhanrpur,3448,Harichadanpur,361,Kendujhar
710,361,Kendujhar,2851,Harichandanpur,386759,Bhuka,3811,Harichadanpur,119357,Badapalaspal,3448,Harichadanpur,361,Kendujhar
711,361,Kendujhar,2851,Harichandanpur,386809,Bilamudinuchasahi,3811,Harichadanpur,119377,Sagadapata,3448,Harichadanpur,361,Kendujhar
712,361,Kendujhar,2851,Harichandanpur,386803,Billa,3811,Harichadanpur,119377,Sagadapata,3448,Harichadanpur,361,Kendujhar
713,361,Kendujhar,2851,Harichandanpur,386737,Brajamohanpur,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
714,361,Kendujhar,2851,Harichandanpur,386793,Budhipadasantalsahi,3811,Harichadanpur,119376,Revanapalaspal,3448,Harichadanpur,361,Kendujhar
715,361,Kendujhar,2851,Harichandanpur,386701,Chakradharpur,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
716,361,Kendujhar,2851,Harichandanpur,386783,Charichakia,3811,Harichadanpur,119364,Dhurudiamba,3448,Harichadanpur,361,Kendujhar
717,361,Kendujhar,2851,Harichandanpur,386762,Chasatangari,3811,Harichadanpur,119361,Bhanrpur,3448,Harichadanpur,361,Kendujhar
718,361,Kendujhar,2851,Harichandanpur,386792,Chhutunga,3811,Harichadanpur,119378,Sunapentha,3448,Harichadanpur,361,Kendujhar
719,361,Kendujhar,2851,Harichandanpur,386797,Chilikidara,3811,Harichadanpur,119365,Gaunighasa,3448,Harichadanpur,361,Kendujhar
720,361,Kendujhar,2851,Harichandanpur,386786,Deulahudi,3811,Harichadanpur,119381,Thakurapada,3448,Harichadanpur,361,Kendujhar
721,361,Kendujhar,2851,Harichandanpur,386746,Dhagotha,3811,Harichadanpur,119368,Jamujodi,3448,Harichadanpur,361,Kendujhar
722,361,Kendujhar,2851,Harichandanpur,386728,Dhalpur,3811,Harichadanpur,119368,Jamujodi,3448,Harichadanpur,361,Kendujhar
723,361,Kendujhar,2851,Harichandanpur,386778,Dhurudiamba,3811,Harichadanpur,119364,Dhurudiamba,3448,Harichadanpur,361,Kendujhar
724,361,Kendujhar,2851,Harichandanpur,386744,Dinabandhupur,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
725,361,Kendujhar,2851,Harichandanpur,386720,Dosamali,3811,Harichadanpur,119374,Pithagola,3448,Harichadanpur,361,Kendujhar
726,361,Kendujhar,2851,Harichandanpur,386795,Durugamela,3811,Harichadanpur,119378,Sunapentha,3448,Harichadanpur,361,Kendujhar
727,361,Kendujhar,2851,Harichandanpur,386703,Gadadharpur,3811,Harichadanpur,119368,Jamujodi,3448,Harichadanpur,361,Kendujhar
728,361,Kendujhar,2851,Harichandanpur,386806,Gaduana,3811,Harichadanpur,119379,Tangiriapal,3448,Harichadanpur,361,Kendujhar
729,361,Kendujhar,2851,Harichandanpur,386743,Gamharia,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
730,361,Kendujhar,2851,Harichandanpur,386750,Garagadabahal,3811,Harichadanpur,119357,Badapalaspal,3448,Harichadanpur,361,Kendujhar
731,361,Kendujhar,2851,Harichandanpur,386785,Ghasanatanger,3811,Harichadanpur,119381,Thakurapada,3448,Harichadanpur,361,Kendujhar
732,361,Kendujhar,2851,Harichandanpur,386758,Golabandha,3811,Harichadanpur,119357,Badapalaspal,3448,Harichadanpur,361,Kendujhar
733,361,Kendujhar,2851,Harichandanpur,386796,Gopinathapur,3811,Harichadanpur,119378,Sunapentha,3448,Harichadanpur,361,Kendujhar
734,361,Kendujhar,2851,Harichandanpur,386799,Gounighasa,3811,Harichadanpur,119365,Gaunighasa,3448,Harichadanpur,361,Kendujhar
735,361,Kendujhar,2851,Harichandanpur,386740,Harichandanpur,3811,Harichadanpur,119366,Harichandanpur,3448,Harichadanpur,361,Kendujhar
736,361,Kendujhar,2851,Harichandanpur,386773,Haridagotha,3811,Harichadanpur,119366,Harichandanpur,3448,Harichadanpur,361,Kendujhar
737,361,Kendujhar,2851,Harichandanpur,386780,Hatikucha,3811,Harichadanpur,119377,Sagadapata,3448,Harichadanpur,361,Kendujhar
738,361,Kendujhar,2851,Harichandanpur,386800,Hayarapur,3811,Harichadanpur,119360,Bhagamunda,3448,Harichadanpur,361,Kendujhar
739,361,Kendujhar,2851,Harichandanpur,386777,Jamuda,3811,Harichadanpur,119364,Dhurudiamba,3448,Harichadanpur,361,Kendujhar
740,361,Kendujhar,2851,Harichandanpur,386729,Jamujodi,3811,Harichadanpur,119368,Jamujodi,3448,Harichadanpur,361,Kendujhar
741,361,Kendujhar,2851,Harichandanpur,386782,Jamupasi,3811,Harichadanpur,119364,Dhurudiamba,3448,Harichadanpur,361,Kendujhar
742,361,Kendujhar,2851,Harichandanpur,386772,Jaunlipokhari,3811,Harichadanpur,119366,Harichandanpur,3448,Harichadanpur,361,Kendujhar
743,361,Kendujhar,2851,Harichandanpur,386733,Jhadapokhari,3811,Harichadanpur,119373,Pitapiti,3448,Harichadanpur,361,Kendujhar
744,361,Kendujhar,2851,Harichandanpur,386723,Jiranga,3811,Harichadanpur,119370,Jirang,3448,Harichadanpur,361,Kendujhar
745,361,Kendujhar,2851,Harichandanpur,386734,Kaduadiha,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
746,361,Kendujhar,2851,Harichandanpur,386709,Kalapata,3811,Harichadanpur,119370,Jirang,3448,Harichadanpur,361,Kendujhar
747,361,Kendujhar,2851,Harichandanpur,386770,Kaliaduma,3811,Harichadanpur,119381,Thakurapada,3448,Harichadanpur,361,Kendujhar
748,361,Kendujhar,2851,Harichandanpur,386700,Kalimati,3811,Harichadanpur,119372,Manoharpur,3448,Harichadanpur,361,Kendujhar
749,361,Kendujhar,2851,Harichandanpur,386788,Kamalangi,3811,Harichadanpur,119378,Sunapentha,3448,Harichadanpur,361,Kendujhar
750,361,Kendujhar,2851,Harichandanpur,386798,Kandavarati,3811,Harichadanpur,119365,Gaunighasa,3448,Harichadanpur,361,Kendujhar
751,361,Kendujhar,2851,Harichandanpur,386753,Kanheigola,3811,Harichadanpur,119357,Badapalaspal,3448,Harichadanpur,361,Kendujhar
752,361,Kendujhar,2851,Harichandanpur,386794,Kantala Reserve Sahitigiriasahi,3811,Harichadanpur,119378,Sunapentha,3448,Harichadanpur,361,Kendujhar
753,361,Kendujhar,2851,Harichandanpur,386775,Kaptipada,3811,Harichadanpur,119381,Thakurapada,3448,Harichadanpur,361,Kendujhar
754,361,Kendujhar,2851,Harichandanpur,386779,Karadapal,3811,Harichadanpur,119364,Dhurudiamba,3448,Harichadanpur,361,Kendujhar
755,361,Kendujhar,2851,Harichandanpur,386708,Karanjia,3811,Harichadanpur,119370,Jirang,3448,Harichadanpur,361,Kendujhar
